pcn,item,onhandqty,last_event,last_dest,last_event_time,suggested_review
11088,8137L-20,2,PICK,MFG Floor,02/12/26 08:15:19,likely consumed/staged on floor -> verify if on-hand should be 0
11086,8136L-120,2,PICK,MFG Floor,02/12/26 08:15:07,likely consumed/staged on floor -> verify if on-hand should be 0
16243,8245L-180,2,PICK,MFG Floor,09/03/25 08:41:57,likely consumed/staged on floor -> verify if on-hand should be 0
6744,7155-17,2,PICK,MFG Floor,09/18/25 09:08:18,likely consumed/staged on floor -> verify if on-hand should be 0
16003,8139L-60,2,PICK,MFG Floor,12/17/25 12:08:19,likely consumed/staged on floor -> verify if on-hand should be 0
6783,7890L-24,2,PICK,MFG Floor,01/09/26 14:26:54,likely consumed/staged on floor -> verify if on-hand should be 0
15951,8138M-195,2,PICK,MFG Floor,02/02/26 13:00:05,likely consumed/staged on floor -> verify if on-hand should be 0
15927,8138M-455,2,PICK,MFG Floor,02/27/26 07:31:32,likely consumed/staged on floor -> verify if on-hand should be 0
15849,8271-90,2,PICK,MFG Floor,09/05/25 08:30:22,likely consumed/staged on floor -> verify if on-hand should be 0
1578,ACI-1696,2,PICK,MFG Floor,09/02/25 09:24:52,likely consumed/staged on floor -> verify if on-hand should be 0
15765,8230ML-125,2,PICK,MFG Floor,09/17/25 07:14:26,likely consumed/staged on floor -> verify if on-hand should be 0
7057,7084-38,2,PICK,MFG Floor,01/15/26 12:20:22,likely consumed/staged on floor -> verify if on-hand should be 0
15609,6501-13,2,PICK,MFG Floor,01/15/26 12:19:34,likely consumed/staged on floor -> verify if on-hand should be 0
7082,7084-50,2,PICK,MFG Floor,01/15/26 12:19:39,likely consumed/staged on floor -> verify if on-hand should be 0
15506,6932L-31,2,PICK,MFG Floor,12/12/25 09:22:46,likely consumed/staged on floor -> verify if on-hand should be 0
7171,8055-106,2,PICK,MFG Floor,01/19/26 10:44:00,likely consumed/staged on floor -> verify if on-hand should be 0
7192,8055-108,2,PICK,MFG Floor,01/19/26 09:34:33,likely consumed/staged on floor -> verify if on-hand should be 0
7211,8055-103,2,PICK,MFG Floor,09/03/25 08:42:45,likely consumed/staged on floor -> verify if on-hand should be 0
14583,7495M-45,2,PICK,MFG Floor,01/09/26 08:07:27,likely consumed/staged on floor -> verify if on-hand should be 0
14396,5189-74,2,PICK,MFG Floor,01/30/26 10:47:07,likely consumed/staged on floor -> verify if on-hand should be 0
11027,8122-275,2,PICK,MFG Floor,02/12/26 09:14:25,likely consumed/staged on floor -> verify if on-hand should be 0
7359,7158-35,2,PICK,MFG Floor,09/25/25 09:27:41,likely consumed/staged on floor -> verify if on-hand should be 0
7376,8063L-12,2,PICK,MFG Floor,09/25/25 09:28:23,likely consumed/staged on floor -> verify if on-hand should be 0
11023,8122-270,2,PICK,MFG Floor,02/12/26 08:16:43,likely consumed/staged on floor -> verify if on-hand should be 0
13811,8208M-345,2,PICK,MFG Floor,02/27/26 10:43:08,likely consumed/staged on floor -> verify if on-hand should be 0
13735,8115-290,2,PICK,MFG Floor,02/12/26 08:14:28,likely consumed/staged on floor -> verify if on-hand should be 0
13186,8204-170,2,PICK,MFG Floor,02/05/26 12:45:00,likely consumed/staged on floor -> verify if on-hand should be 0
12894,6323-20,2,PICK,MFG Floor,01/20/26 11:25:12,likely consumed/staged on floor -> verify if on-hand should be 0
34333,8594L-270,2,PICK,MFG Floor,02/04/26 14:10:33,likely consumed/staged on floor -> verify if on-hand should be 0
3344,7157-50,2,PICK,MFG Floor,02/27/26 10:26:49,likely consumed/staged on floor -> verify if on-hand should be 0
3332,ACI-2617,2,PICK,MFG Floor,01/30/26 11:09:20,likely consumed/staged on floor -> verify if on-hand should be 0
33272,8566ML-330,2,PICK,MFG Floor,02/25/26 10:45:09,likely consumed/staged on floor -> verify if on-hand should be 0
32870,0000-X-19,2,PICK,MFG Floor,01/09/26 09:41:05,likely consumed/staged on floor -> verify if on-hand should be 0
36685,8714ML-195,2,PICK,MFG Floor,02/09/26 09:29:19,likely consumed/staged on floor -> verify if on-hand should be 0
36734,8702L-3,2,PICK,MFG Floor,12/09/25 12:26:23,likely consumed/staged on floor -> verify if on-hand should be 0
3260,ACI-2571,2,PICK,MFG Floor,01/30/26 10:09:22,likely consumed/staged on floor -> verify if on-hand should be 0
32560,8210-35,2,PICK,MFG Floor,02/04/26 14:05:02,likely consumed/staged on floor -> verify if on-hand should be 0
32559,8210-210,2,PICK,MFG Floor,02/04/26 13:57:20,likely consumed/staged on floor -> verify if on-hand should be 0
32557,8210-200,2,PICK,MFG Floor,02/04/26 14:47:23,likely consumed/staged on floor -> verify if on-hand should be 0
32512,8090L-90,2,PICK,MFG Floor,08/14/25 13:08:43,likely consumed/staged on floor -> verify if on-hand should be 0
32508,8090L-225,2,PICK,MFG Floor,08/13/25 15:04:20,likely consumed/staged on floor -> verify if on-hand should be 0
32504,8276-110,2,PICK,MFG Floor,08/13/25 15:07:18,likely consumed/staged on floor -> verify if on-hand should be 0
32502,8276-280,2,PICK,MFG Floor,08/13/25 15:24:17,likely consumed/staged on floor -> verify if on-hand should be 0
32493,8091L-320,2,PICK,MFG Floor,08/13/25 15:20:12,likely consumed/staged on floor -> verify if on-hand should be 0
19534,8275-5,1,PICK,MFG Floor,01/12/26 12:13:34,likely consumed/staged on floor -> verify if on-hand should be 0
32687,8080L-1-270,1,PICK,MFG Floor,01/14/26 14:21:28,likely consumed/staged on floor -> verify if on-hand should be 0
15413,8256L-155,1,PICK,MFG Floor,02/02/26 13:00:52,likely consumed/staged on floor -> verify if on-hand should be 0
3073,ACI-2406,1,PICK,MFG Floor,08/14/25 13:06:36,likely consumed/staged on floor -> verify if on-hand should be 0
15378,7826-205,1,PICK,MFG Floor,02/02/26 13:11:02,likely consumed/staged on floor -> verify if on-hand should be 0
20252,7909M-23,1,PICK,MFG Floor,09/25/25 09:28:31,likely consumed/staged on floor -> verify if on-hand should be 0
11145,8136L-90,1,PICK,MFG Floor,02/26/26 10:33:58,likely consumed/staged on floor -> verify if on-hand should be 0
15289,8245L-440,1,PICK,MFG Floor,02/27/26 07:32:14,likely consumed/staged on floor -> verify if on-hand should be 0
5756,8019-59,1,PICK,MFG Floor,02/09/26 11:45:05,likely consumed/staged on floor -> verify if on-hand should be 0
32506,8091L-295,1,PICK,MFG Floor,08/13/25 15:05:39,likely consumed/staged on floor -> verify if on-hand should be 0
5755,8019-26,1,PICK,MFG Floor,02/09/26 11:44:39,likely consumed/staged on floor -> verify if on-hand should be 0
39842,8738L-10,1,PICK,MFG Floor,06/23/25 08:33:00,likely consumed/staged on floor -> verify if on-hand should be 0
11146,8171L-225,1,PICK,MFG Floor,03/03/26 09:48:27,likely consumed/staged on floor -> verify if on-hand should be 0
5726,8012L-57,1,PICK,MFG Floor,02/09/26 11:45:59,likely consumed/staged on floor -> verify if on-hand should be 0
39825,8119L-50,1,PICK,MFG Floor,10/31/25 09:24:47,likely consumed/staged on floor -> verify if on-hand should be 0
5725,8012L-6,1,PICK,MFG Floor,02/09/26 11:45:54,likely consumed/staged on floor -> verify if on-hand should be 0
7309,7984-24,1,PICK,MFG Floor,08/26/25 09:01:32,likely consumed/staged on floor -> verify if on-hand should be 0
21923,8344-70,1,PICK,MFG Floor,02/27/26 08:54:02,likely consumed/staged on floor -> verify if on-hand should be 0
22040,7984-140,1,PICK,MFG Floor,09/25/25 09:31:01,likely consumed/staged on floor -> verify if on-hand should be 0
13983,7880-12,1,PICK,MFG Floor,02/27/26 12:13:48,likely consumed/staged on floor -> verify if on-hand should be 0
22466,8345-30,1,PICK,MFG Floor,09/04/25 14:05:07,likely consumed/staged on floor -> verify if on-hand should be 0
13978,7880-17,1,PICK,MFG Floor,02/27/26 11:28:40,likely consumed/staged on floor -> verify if on-hand should be 0
23604,8328-100,1,PICK,MFG Floor,10/20/25 09:38:13,likely consumed/staged on floor -> verify if on-hand should be 0
13957,8095-210,1,PICK,MFG Floor,02/27/26 13:28:09,likely consumed/staged on floor -> verify if on-hand should be 0
4692,ACI-3788,1,PICK,MFG Floor,01/30/26 10:10:14,likely consumed/staged on floor -> verify if on-hand should be 0
24222,6588L-70,1,PICK,MFG Floor,01/09/26 08:00:23,likely consumed/staged on floor -> verify if on-hand should be 0
32509,7909M-43,1,PICK,MFG Floor,08/13/25 15:20:49,likely consumed/staged on floor -> verify if on-hand should be 0
13820,8222-75,1,PICK,MFG Floor,01/30/26 10:46:37,likely consumed/staged on floor -> verify if on-hand should be 0
4687,ACI-3815,1,PICK,MFG Floor,12/12/25 12:38:09,likely consumed/staged on floor -> verify if on-hand should be 0
4676,ACI-3816,1,PICK,MFG Floor,12/12/25 12:38:59,likely consumed/staged on floor -> verify if on-hand should be 0
4675,ACI-3810,1,PICK,MFG Floor,12/12/25 10:59:00,likely consumed/staged on floor -> verify if on-hand should be 0
11852,8343ML-75,1,PICK,MFG Floor,05/21/24 14:49:49,likely consumed/staged on floor -> verify if on-hand should be 0
4662,ACI-3832,1,PICK,MFG Floor,12/12/25 10:59:27,likely consumed/staged on floor -> verify if on-hand should be 0
4661,ACI-3819,1,PICK,MFG Floor,12/12/25 12:38:53,likely consumed/staged on floor -> verify if on-hand should be 0
13818,8238-35,1,PICK,MFG Floor,10/01/25 11:15:07,likely consumed/staged on floor -> verify if on-hand should be 0
13817,8222-80,1,PICK,MFG Floor,01/30/26 10:47:03,likely consumed/staged on floor -> verify if on-hand should be 0
7384,8063L-28,1,PICK,MFG Floor,09/25/25 09:28:36,likely consumed/staged on floor -> verify if on-hand should be 0
4654,ACI-3823,1,PICK,MFG Floor,01/30/26 10:10:09,likely consumed/staged on floor -> verify if on-hand should be 0
24964,8399M-170,1,PICK,MFG Floor,01/09/26 08:00:31,likely consumed/staged on floor -> verify if on-hand should be 0
4604,ACI-3770,1,PICK,MFG Floor,08/27/25 08:20:26,likely consumed/staged on floor -> verify if on-hand should be 0
4578,ACI-3740,1,PICK,MFG Floor,08/14/25 13:10:43,likely consumed/staged on floor -> verify if on-hand should be 0
4559,ACI-3629,1,PICK,MFG Floor,12/12/25 09:22:27,likely consumed/staged on floor -> verify if on-hand should be 0
4549,ACI-3713,1,PICK,MFG Floor,01/30/26 10:27:25,likely consumed/staged on floor -> verify if on-hand should be 0
26539,8444-80,1,PICK,MFG Floor,02/20/26 07:15:10,likely consumed/staged on floor -> verify if on-hand should be 0
7406,8063L-27,1,PICK,MFG Floor,02/11/26 13:29:54,likely consumed/staged on floor -> verify if on-hand should be 0
11025,8122-300,1,PICK,MFG Floor,02/12/26 08:14:41,likely consumed/staged on floor -> verify if on-hand should be 0
7422,7584-89,1,PICK,MFG Floor,02/11/26 12:50:01,likely consumed/staged on floor -> verify if on-hand should be 0
4541,ACI-3701,1,PICK,MFG Floor,12/12/25 12:38:15,likely consumed/staged on floor -> verify if on-hand should be 0
26775,8444-95,1,PICK,MFG Floor,09/04/25 13:44:29,likely consumed/staged on floor -> verify if on-hand should be 0
7447,8060M-25,1,PICK,MFG Floor,02/11/26 13:26:45,likely consumed/staged on floor -> verify if on-hand should be 0
4539,ACI-3629,1,PICK,MFG Floor,12/12/25 10:59:05,likely consumed/staged on floor -> verify if on-hand should be 0
4501,ACI-3695,1,PICK,MFG Floor,01/30/26 10:10:04,likely consumed/staged on floor -> verify if on-hand should be 0
39434,8619ML-60,1,PICK,MFG Floor,02/24/26 14:30:52,likely consumed/staged on floor -> verify if on-hand should be 0
4418,ACI-3547,1,PICK,MFG Floor,09/04/25 15:06:21,likely consumed/staged on floor -> verify if on-hand should be 0
4370,ACI-3566,1,PICK,MFG Floor,09/04/25 14:50:26,likely consumed/staged on floor -> verify if on-hand should be 0
32490,8090L-250,1,PICK,MFG Floor,08/13/25 15:22:23,likely consumed/staged on floor -> verify if on-hand should be 0
4369,ACI-3565,1,PICK,MFG Floor,09/04/25 15:05:41,likely consumed/staged on floor -> verify if on-hand should be 0
3259,ACI-2575,1,PICK,MFG Floor,01/30/26 10:09:52,likely consumed/staged on floor -> verify if on-hand should be 0
4363,ACI-3567,1,PICK,MFG Floor,09/04/25 14:05:32,likely consumed/staged on floor -> verify if on-hand should be 0
13614,8089L-80,1,PICK,MFG Floor,01/12/26 12:13:13,likely consumed/staged on floor -> verify if on-hand should be 0
3106,ACI-2439,1,PICK,MFG Floor,08/27/25 11:35:30,likely consumed/staged on floor -> verify if on-hand should be 0
4354,ACI-3552,1,PICK,MFG Floor,09/04/25 14:50:55,likely consumed/staged on floor -> verify if on-hand should be 0
3110,ACI-2432,1,PICK,MFG Floor,08/27/25 11:34:53,likely consumed/staged on floor -> verify if on-hand should be 0
12766,8161-55,1,PICK,MFG Floor,01/15/26 08:44:23,likely consumed/staged on floor -> verify if on-hand should be 0
4348,ACI-3560,1,PICK,MFG Floor,09/04/25 15:05:53,likely consumed/staged on floor -> verify if on-hand should be 0
41469,7703ML-3-12,1,PICK,MFG Floor,10/22/25 11:33:58,likely consumed/staged on floor -> verify if on-hand should be 0
3195,ACI-2505,1,PICK,MFG Floor,12/12/25 09:22:21,likely consumed/staged on floor -> verify if on-hand should be 0
30305,6590L-30,1,PICK,MFG Floor,05/30/25 10:57:46,likely consumed/staged on floor -> verify if on-hand should be 0
4076,ACI-3380,1,PICK,MFG Floor,02/09/26 11:18:50,likely consumed/staged on floor -> verify if on-hand should be 0
4073,ACI-3383,1,PICK,MFG Floor,02/09/26 11:44:57,likely consumed/staged on floor -> verify if on-hand should be 0
4071,ACI-3385,1,PICK,MFG Floor,02/09/26 11:45:10,likely consumed/staged on floor -> verify if on-hand should be 0
3345,7157-48,1,PICK,MFG Floor,02/27/26 10:26:01,likely consumed/staged on floor -> verify if on-hand should be 0
38410,6779ML-139,1,PICK,MFG Floor,11/04/25 09:43:06,likely consumed/staged on floor -> verify if on-hand should be 0
4065,ACI-3371,1,PICK,MFG Floor,02/09/26 11:44:25,likely consumed/staged on floor -> verify if on-hand should be 0
11738,7682-18,1,PICK,MFG Floor,02/02/26 13:01:05,likely consumed/staged on floor -> verify if on-hand should be 0
32453,7307-12,1,PICK,MFG Floor,08/14/25 13:08:16,likely consumed/staged on floor -> verify if on-hand should be 0
4055,ACI-3362,1,PICK,MFG Floor,02/09/26 11:44:31,likely consumed/staged on floor -> verify if on-hand should be 0
33273,8566ML-70,1,PICK,MFG Floor,02/25/26 11:01:03,likely consumed/staged on floor -> verify if on-hand should be 0
32467,8210-210,1,PICK,MFG Floor,08/13/25 15:03:19,likely consumed/staged on floor -> verify if on-hand should be 0
11062,8135-90,1,PICK,MFG Floor,02/12/26 08:03:35,likely consumed/staged on floor -> verify if on-hand should be 0
6824,7157-52,1,PICK,MFG Floor,02/27/26 11:02:50,likely consumed/staged on floor -> verify if on-hand should be 0
6804,6441-18,1,PICK,MFG Floor,02/27/26 10:25:56,likely consumed/staged on floor -> verify if on-hand should be 0
36082,8619ML-90,1,PICK,MFG Floor,02/24/26 14:30:56,likely consumed/staged on floor -> verify if on-hand should be 0
6831,7157-53,1,PICK,MFG Floor,02/27/26 10:25:50,likely consumed/staged on floor -> verify if on-hand should be 0
8537,7984-1,1,PICK,MFG Floor,09/16/25 07:17:45,likely consumed/staged on floor -> verify if on-hand should be 0
36106,6970L-G1-9,1,PICK,MFG Floor,09/04/25 13:44:23,likely consumed/staged on floor -> verify if on-hand should be 0
6794,7890L-26,1,PICK,MFG Floor,01/09/26 14:26:44,likely consumed/staged on floor -> verify if on-hand should be 0
4052,ACI-3367,1,PICK,MFG Floor,02/09/26 11:45:15,likely consumed/staged on floor -> verify if on-hand should be 0
11079,8137L-140,1,PICK,MFG Floor,02/12/26 08:03:04,likely consumed/staged on floor -> verify if on-hand should be 0
6738,8054-21,1,PICK,MFG Floor,02/27/26 10:26:45,likely consumed/staged on floor -> verify if on-hand should be 0
6723,8054-22,1,PICK,MFG Floor,02/27/26 10:26:24,likely consumed/staged on floor -> verify if on-hand should be 0
6721,8054-20,1,PICK,MFG Floor,02/27/26 10:26:35,likely consumed/staged on floor -> verify if on-hand should be 0
4049,ACI-3360,1,PICK,MFG Floor,02/09/26 11:18:12,likely consumed/staged on floor -> verify if on-hand should be 0
16741,8271-135,1,PICK,MFG Floor,09/05/25 08:30:34,likely consumed/staged on floor -> verify if on-hand should be 0
11099,8136L-115,1,PICK,MFG Floor,02/27/26 07:37:31,likely consumed/staged on floor -> verify if on-hand should be 0
6684,8012L-29,1,PICK,MFG Floor,08/26/25 09:02:18,likely consumed/staged on floor -> verify if on-hand should be 0
11102,8137L-335,1,PICK,MFG Floor,02/26/26 10:45:31,likely consumed/staged on floor -> verify if on-hand should be 0
3297,ACI-2582,1,PICK,MFG Floor,01/30/26 10:46:45,likely consumed/staged on floor -> verify if on-hand should be 0
15607,8245L-365,1,PICK,MFG Floor,09/03/25 08:42:08,likely consumed/staged on floor -> verify if on-hand should be 0
4046,ACI-3366,1,PICK,MFG Floor,02/09/26 11:45:26,likely consumed/staged on floor -> verify if on-hand should be 0
11042,8122-280,1,PICK,MFG Floor,02/12/26 08:03:40,likely consumed/staged on floor -> verify if on-hand should be 0
17776,8245L-165,1,PICK,MFG Floor,09/03/25 08:41:53,likely consumed/staged on floor -> verify if on-hand should be 0
7156,8066-47,1,PICK,MFG Floor,09/03/25 08:40:56,likely consumed/staged on floor -> verify if on-hand should be 0
7159,8066-45,1,PICK,MFG Floor,02/04/26 14:40:54,likely consumed/staged on floor -> verify if on-hand should be 0
7160,8066-42,1,PICK,MFG Floor,01/09/26 14:26:50,likely consumed/staged on floor -> verify if on-hand should be 0
7161,8066-14,1,PICK,MFG Floor,09/02/25 09:25:06,likely consumed/staged on floor -> verify if on-hand should be 0
32522,8090L-240,1,PICK,MFG Floor,08/13/25 15:08:00,likely consumed/staged on floor -> verify if on-hand should be 0
17805,8279L-295,1,PICK,MFG Floor,01/09/26 08:54:59,likely consumed/staged on floor -> verify if on-hand should be 0
3274,ACI-2555,1,PICK,MFG Floor,09/25/25 09:27:50,likely consumed/staged on floor -> verify if on-hand should be 0
18294,7393-65,1,PICK,MFG Floor,02/26/26 10:34:03,likely consumed/staged on floor -> verify if on-hand should be 0
18662,7758-110,1,PICK,MFG Floor,12/17/25 11:57:25,likely consumed/staged on floor -> verify if on-hand should be 0
18664,7758-245,1,PICK,MFG Floor,12/17/25 11:57:41,likely consumed/staged on floor -> verify if on-hand should be 0
